"time,s","alice dist, m","alice elev, rads",alice eff,"bob dist, m","bob elev, rads",bob eff,combined eff,combined loss (dB),Block,QBER (%),Alice Prb. Background,Bob Prb Background,Phi,Xi,Offset
127.0,1290431.2765535163,0.3454282536924069,0.001845480157727769,837049.3948431659,0.5491938282852589,0.004906928452455063,9.055639094395647e-06,50.43080894286963,1498513.575243146,0.0005035896615660367,3.2248063121296596e-08,3.1108753411575e-08,0.0,0.0,0.0
126.0,1283700.5358540614,0.3481977320215549,0.0018702918945318542,831186.620456817,0.5550224481480208,0.00498532844318158,9.324019378861616e-06,50.30396832521268,1498513.9774903785,0.0005170271634728726,3.200448188594011e-08,3.087330286147501e-08,0.0,0.0,0.0
125.0,1276975.7667139443,0.35099055241317034,0.0018955483304385788,825347.0417490515,0.5609258526402162,0.005065267590500054,9.601459524397021e-06,50.17662744542474,1498514.3933152827,0.0005309181941610906,3.175884766885357e-08,3.06358678576999e-08,0.0,0.0,0.0
124.0,1270257.0723022753,0.3538070643575008,0.0019212592425270664,819531.1618149097,0.5669053342948956,0.005146775301010073,9.888289616275627e-06,50.04878822098665,1498514.823212519,0.0005452792751522413,3.151112973166091e-08,3.0396418687913544e-08,0.0,0.0,0.0
123.0,1263544.557844394,0.35664762384084614,0.0019474346547459825,813739.4960097371,0.572962204849095,0.005229881192022396,1.0184851873548642e-05,49.92045282910087,1498515.26769493,0.000560127535202928,3.1261296764645175e-08,3.015492508751005e-08,0.0,0.0,0.0
122.0,1256838.3306716857,0.3595125934820822,0.0019740848446523174,807972.5722375882,0.5790977950756159,0.005313503504682339,1.0489306740600379e-05,49.792532142545845,1498515.7240050882,0.0005753708485260646,3.100931687474087e-08,2.991135622800707e-08,0.0,0.0,0.0
121.0,1250138.5002727618,0.3624023426720911,0.002001220350333344,802230.9312430742,0.5853134545708665,0.0053976494981442,1.0801886019652736e-05,49.665004096596235,1498516.1924903605,0.0005910208166150877,3.075515757327081e-08,2.9665680705191946e-08,0.0,0.0,0.0
120.0,1243445.1783460358,0.36531724771613844,0.002028851977515826,796515.126906345,0.5916105514953778,0.0054833930754172805,1.1124992884556936e-05,49.53700258117696,1498516.676752759,0.0006071977721745301,3.049878576342374e-08,2.9417866527017345e-08,0.0,0.0,0.0
119.0,1236758.4788537389,0.36825769197924996,0.002056179786127539,790825.7265408572,0.5979904722634523,0.005570761237775197,1.1454486650456187e-05,49.41024369579768,1498517.1705872642,0.0006236944638865843,3.027619521118049e-08,2.9202798471470786e-08,0.0,0.0,0.0
118.0,1230078.5180774182,0.37122406603463065,0.002083430074542051,785163.3111935465,0.604454621178195,0.005659780916603488,1.1791757776970883e-05,49.28421450550609,1498517.6760775724,0.0006405804882391083,3.00767679676453e-08,2.9010185848285606e-08,0.0,0.0,0.0
117.0,1223405.4146749587,0.37421676781516516,0.0021111680753705146,779528.4759469578,0.6110044200079832,0.00575047892276877,1.2140227519840454e-05,49.157731740774565,1498518.1983506195,0.0006580270865925629,2.9875570729646176e-08,2.881586371304641e-08,0.0,0.0,0.0
116.0,1216739.2897391724,0.3772362027680546,0.002139404473791703,773921.8302228631,0.6176413075002603,0.0058428818918960495,1.2500287659358938e-05,49.0307999279716,1498518.737993514,0.0006760538676314743,2.9672576239252666e-08,2.861980573925241e-08,0.0,0.0,0.0
115.0,1210080.266858005,0.3802827840126243,0.0021681502210114077,768343.9980868278,0.6243667388283086,0.0059370162253369226,1.2872343041112562e-05,48.90342395037281,1498519.2956129427,0.0006946810938394081,2.9467756722742788e-08,2.8421985102236344e-08,0.0,0.0,0.0
114.0,1203428.4721763954,0.3833569325013303,0.0021974165412432813,762795.6185531245,0.6311821849664535,0.006032001383473131,1.3254819616846215e-05,48.77626178149022,1498519.868849504,0.0007138299386574398,2.9261083879778668e-08,2.8222374468710075e-08,0.0,0.0,0.0
113.0,1196784.0344598545,0.3864590771840324,0.0022272149388594576,757277.3458893679,0.6380891319890042,0.006127447285477237,1.3647142131288733e-05,48.64958285367436,1498520.456840876,0.0007334715899560154,2.9052528872362654e-08,2.8020945986097988e-08,0.0,0.0,0.0
112.0,1190147.0851597919,0.3895896551755386,0.002257557205713169,751789.849920134,0.6450890802879483,0.00622461053196081,1.4052414359186208e-05,48.522490527844425,1498521.064239063,0.0007537614529486848,2.884206231357329e-08,2.781767127165796e-08,0.0,0.0,0.0
111.0,1183517.7584806574,0.392749111926477,0.0022884554286353785,746333.8163288019,0.6521835437042953,0.006323512862020322,1.4471077337136045e-05,48.39499135490737,1498521.6917049808,0.0007747216008278208,2.8629654256077844e-08,2.7612521401386368e-08,0.0,0.0,0.0
110.0,1176896.191448939,0.3959379013975117,0.0023199219971072734,740909.946956757,0.6593740485677145,0.006424175342103638,1.4903585689420373e-05,48.26709231065351,1498522.3399199066,0.0007963747866747446,2.8415274180419836e-08,2.7405466898705844e-08,0.0,0.0,0.0
